,Li-Li,Li-Cd,Cd-Cd,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.3244850017926886e-07,0.0,0.0,0.5
6,2.41767852439131e-06,0.0,0.0,0.6000000000000001
7,1.4888379636647919e-05,0.0,0.0,0.7000000000000001
8,7.376158867205956e-05,9.590770637279403e-08,0.0,0.8
9,0.00029626019542284914,7.953094202531388e-07,0.0,0.9
10,0.0009959277039973,6.330027539192702e-06,0.0,1.0
11,0.0028800126062231836,3.697093122542066e-05,0.0,1.1
12,0.007333939177097928,0.00017915785711821827,0.0,1.2000000000000002
13,0.016749413546966428,0.0007367471189546705,2.783715740525542e-07,1.3
14,0.03469112080567295,0.002614303115004399,4.605253049846839e-06,1.4000000000000001
15,0.06557891558291373,0.008068702517733452,3.739051476488726e-05,1.5
16,0.11376671174016997,0.021794510424754887,0.00022056366587382993,1.6
17,0.18232505726773568,0.051855590393784914,0.0010284500829016374,1.7000000000000002
18,0.2719906654796195,0.10940295827927521,0.0039578233428179425,1.8
19,0.3807440074259402,0.20604649066644062,0.012792716904687801,1.9000000000000001
20,0.5042890214421304,0.348824663029625,0.03516831118158104,2.0
21,0.6369270701271641,0.5348985532932067,0.08302611862770477,2.1
22,0.7718397201393135,0.7494598896037556,0.16977490697222652,2.2
23,0.9008437939913119,0.9688375442624425,0.30318870451425817,2.3000000000000003
24,1.0148492103885784,1.1671625222843276,0.4770612752512817,2.4000000000000004
25,1.1055960103306017,1.3231169813253416,0.6685106329554257,2.5
26,1.1679046976342675,1.4246491258597371,0.846086367236005,2.6
27,1.2012161311755414,1.4709066263145303,0.9847837671961892,2.7
28,1.2095785786923772,1.4705435007916967,1.0760960654743459,2.8000000000000003
29,1.199944268052372,1.4368380824238611,1.1256374999893533,2.9000000000000004
30,1.1795277897687586,1.3827329550992666,1.1438451473718925,3.0
31,1.1535328949430292,1.3185672701348388,1.139878088420842,3.1
32,1.1245124015771644,1.2520584274311062,1.120801426003843,3.2
33,1.093616209711788,1.1886114758905055,1.091917328653234,3.3000000000000003
34,1.0622392647343624,1.13127955366167,1.0567746354290386,3.4000000000000004
35,1.0324307619065434,1.080879778935344,1.0179923027125117,3.5
36,1.0061623650148692,1.036913037637343,0.9782681371145726,3.6
37,0.9845551938385518,0.9991506343472032,0.9404075460030455,3.7
38,0.9676191254295893,0.9685627464376193,0.9069961269471991,3.8000000000000003
39,0.9546136615327321,0.9465617245742523,0.8804197175766193,3.9000000000000004
40,0.9449186214850709,0.9334033515250102,0.8628897297655489,4.0
41,0.9386875496892165,0.9275295102292529,0.8561087147143623,4.1000000000000005
42,0.9365321040787031,0.9264245790234396,0.8604786313690403,4.2
43,0.9385720673206775,0.9280535033233729,0.87426223597186,4.3
44,0.9439632772513845,0.9316995567184172,0.8940207439265161,4.4
45,0.9512924758759139,0.9378028224909807,0.9166473386270515,4.5
46,0.9592798764282863,0.9471765006150273,0.9407261966440181,4.6000000000000005
47,0.9671438481738618,0.9601242457093055,0.965594273929588,4.7
48,0.974544075300369,0.9757384552432797,0.9896267667253441,4.800000000000001
49,0.9814567541975323,0.9917581948493295,1.009816367559755,4.9
50,0.9881632519993323,1.005489470495959,1.0228319847653975,5.0
51,0.9951071275919485,1.0153149474937782,1.0267983568164172,5.1000000000000005
52,1.0023649909591954,1.0213855062072243,1.0227817442936418,5.2
53,1.0091247295863317,1.0249663967435998,1.0146055761123551,5.300000000000001
54,1.013966812873887,1.027398552468558,1.0065034428981856,5.4
55,1.0159556549269302,1.0295023232369074,1.0004360184431706,5.5
56,1.0153640312080847,1.0313483514245094,0.9955996731706364,5.6000000000000005
57,1.0132452954000146,1.0323109051970702,0.9904680991643003,5.7
58,1.0105538062141357,1.0315976289911415,0.9849811106711596,5.800000000000001
59,1.0078027406540595,1.028972051189345,0.9805063448640116,5.9
60,1.005242607240417,1.0250258466668296,0.9779981732442683,6.0
61,1.0029570324653057,1.020844174624975,0.9768111763350178,6.1000000000000005
62,1.0007907218291836,1.0174019724373198,0.9754647357922572,6.2
63,0.9984627924843322,1.0150667703925973,0.9732685077767604,6.300000000000001
64,0.99588004383318,1.013512622904427,0.9708468394175468,6.4
65,0.9932627383820755,1.0120451041331107,0.9690508961386959,6.5
66,0.9909453093213859,1.010007850885055,0.9676590211544684,6.6000000000000005
67,0.9891184134292133,1.0070649806302154,0.9655824857843255,6.7
68,0.9877517282644018,1.0033468382616144,0.9624248295424146,6.800000000000001
69,0.9866976470698712,0.9993942261684287,0.9595837356294358,6.9
70,0.9858783724831286,0.9959116262309508,0.9595851786301696,7.0
71,0.9854481519494729,0.9935158354086308,0.964202293378055,7.1000000000000005
72,0.985724236019086,0.9926408126092647,0.9731306618649667,7.2
73,0.9868163571340456,0.9934868719132259,0.9845209100493855,7.300000000000001
74,0.9883470066356408,0.9957701866341963,0.9964984338413385,7.4
75,0.9897150304484936,0.9984892019187396,1.0077402638309998,7.5
76,0.990627024794754,1.0003589807624962,1.016796970584892,7.6000000000000005
77,0.9912298595441216,1.0008034999850917,1.021799724884727,7.7
78,0.9918248676618436,1.000342930440277,1.0216115680070463,7.800000000000001
79,0.99269365196177,0.9998573862638401,1.0170885908907943,7.9
80,0.9941448695830165,0.9997402401865695,1.0105828407929072,8.0
81,0.996373881840936,0.9998813225303723,1.0042944588021316,8.1
82,0.9991022732311948,1.000141824956381,0.9993665986313951,8.200000000000001
83,1.0015493551798733,1.0005287334790949,0.9960380953003052,8.3
84,1.0030150827228481,1.0009851698233165,0.9940630513672778,8.4
85,1.0035077472234004,1.0012811010879055,0.9931791910235662,8.5
86,1.0036955390481999,1.0012478628972146,0.9933981210157778,8.6
87,1.004210005529288,1.0010104278746108,0.9948745782829025,8.700000000000001
88,1.0050116959139532,1.0008243287287937,0.9977217497978349,8.8
89,1.0054276383791703,1.0007377646328963,1.0020088235314921,8.9
90,1.0047699907102612,1.0005989425631086,1.0074637769170136,9.0
91,1.0029345600482207,1.000315875529989,1.012900333128585,9.1
92,1.00048003730458,0.9998904632890974,1.0163075216942716,9.200000000000001
93,0.9982028816017077,0.9992822239346645,1.0159273994258549,9.3
94,0.996572958522732,0.9984537081067347,1.0113040916892273,9.4
95,0.9954523018184857,0.9975355045564356,1.0034780935336958,9.5
96,0.9943178124477152,0.996849368416952,0.994525720964411,9.600000000000001
97,0.9927998152090587,0.996734956068292,0.9867901240178139,9.700000000000001
98,0.9910296539627563,0.9972739552400375,0.9818650315367125,9.8
99,0.9894887023490656,0.9981362389333526,0.9798107734111206,9.9
100,0.9886172294621409,0.9987672482573873,0.9793982686409826,10.0
